EBELN,EBELP,MATNR,MAKTX,LIFNR,PROGRAM,CRITICALITY,MENGE,MEINS,NETPR,NETWR,WAERS,EINDT,BEDAT,ACTUAL_DELIVERY,DELAY_DAYS,PAD_ANOMALY,STATUS
45107916,00010,NSN-1718-410833,Mobile launcher umbilical,100089,SR1-Freedom,Routine,26,LOT,139025.66,3614667.15,USD,2026-04-14,2026-03-06,2026-04-14,0,,Delivered
45107917,00010,NSN-5489-197874,Al-Li dome gore,100058,Moon-Base,Routine,38,EA,42119.16,1600528.06,USD,2025-11-08,2025-10-09,2025-11-08,0,,Delivered
45107918,00010,NSN-3492-619389,Ground command toolkit,100039,SR1-Freedom,Routine,31,SET,592715.0,18374164.94,USD,2026-06-18,2026-05-05,2026-06-18,0,,Open
45107919,00010,NSN-5563-901968,Pad water deluge nozzle,100053,Gateway,Routine,20,LOT,268883.21,5377664.13,USD,2026-03-25,2026-01-29,2026-03-25,0,,Delivered
45107920,00010,NSN-4675-878476,Cryo valve assembly,100112,Artemis-3,Essential,37,EA,1742247.97,64463175.01,USD,2026-03-02,2025-11-17,2026-03-02,0,,Delivered
45107921,00010,NSN-6363-250255,Li-ion battery module,100112,Moon-Base,Routine,25,SET,508585.53,12714638.2,USD,2026-03-25,2026-02-03,2026-03-25,0,,Delivered
45107922,00010,NSN-6432-603268,Al-Li dome gore,100092,SR1-Freedom,Essential,16,LOT,508665.83,8138653.22,USD,2026-08-19,2026-04-18,2026-08-19,0,,Open
45107923,00010,NSN-5421-533108,Flight computer module,100071,Gateway,Critical,22,SET,6083824.04,133844128.8,USD,2026-12-09,2026-04-30,2026-12-09,0,,Open
45107924,00010,NSN-2037-374320,RAD-hard FPGA board,100030,EGS-Ground,Routine,26,EA,506492.3,13168799.78,USD,2025-12-13,2025-10-18,2025-12-13,0,,Delivered
45107925,00010,NSN-2128-656937,Titanium thrust bracket,100103,Gateway,Critical,34,LOT,7062.6,240128.42,USD,2026-10-01,2026-01-03,2026-10-01,0,,Open
45107926,00010,NSN-6771-689593,Cryo valve assembly,100009,EGS-Ground,Essential,32,SET,766217.01,24518944.44,USD,2026-03-31,2025-10-31,2026-03-31,0,,Delivered
45107927,00010,NSN-2404-909676,Ground command toolkit,100040,Moon-Base,Essential,27,EA,922926.95,24919027.58,USD,2026-05-15,2026-03-13,2026-05-15,0,,Delivered
45107928,00010,NSN-2072-321020,Flight computer module,100011,Moon-Base,Routine,1,SET,493429.28,493429.28,USD,2025-12-31,2025-11-01,2026-08-16,228,X,Open-Late
45107929,00010,NSN-3286-976097,Ground command toolkit,100066,Gateway,Essential,13,LOT,2892501.76,37602522.86,USD,2026-06-16,2026-03-27,2026-07-25,39,,Open-Late
45107930,00010,NSN-5950-810091,Pad water deluge nozzle,100037,Artemis-3,Essential,5,LOT,1659627.81,8298139.06,USD,2025-12-24,2025-10-14,2026-04-02,99,,Delivered
45107931,00010,NSN-5659-740774,Al-Li dome gore,100103,EGS-Ground,Routine,20,EA,337263.64,6745272.76,USD,2026-03-05,2026-01-28,2026-03-05,0,,Delivered
45107932,00010,NSN-6954-511122,Solar array wing,100072,SR1-Freedom,Critical,28,EA,488663.61,13682581.12,USD,2026-08-10,2025-10-25,2026-08-10,0,,Open
45107933,00010,NSN-6026-267475,Mobile launcher umbilical,100024,Artemis-3,Essential,33,EA,909896.97,30026600.03,USD,2026-02-16,2025-10-15,2026-02-16,0,,Delivered
45107934,00010,NSN-6500-871501,Turbopump impeller,100019,Gateway,Routine,17,LOT,295644.85,5025962.51,USD,2026-05-18,2026-05-08,2026-05-18,0,,Delivered
45107935,00010,NSN-6977-867934,Inertial measurement unit,100095,Moon-Base,Critical,32,LOT,1695085.8,54242745.51,USD,2026-07-10,2025-10-12,2026-07-10,0,,Open
45107936,00010,NSN-7642-714549,Telemetry decoder,100084,Artemis-3,Critical,29,LOT,5450715.63,158070753.36,USD,2026-04-14,2025-12-08,2026-04-14,0,,Delivered
45107937,00010,NSN-3234-883028,Ablative TPS tile,100035,Artemis-3,Essential,12,EA,2085372.66,25024471.87,USD,2026-07-21,2026-03-23,2026-07-21,0,,Open
45107938,00010,NSN-8801-589887,Rad-hard memory array,100079,Moon-Base,Routine,7,LOT,728814.35,5101700.42,USD,2026-04-22,2026-03-11,2026-04-22,0,,Delivered
45107939,00010,NSN-4039-119629,Telemetry decoder,100055,SR1-Freedom,Essential,39,LOT,1581572.28,61681319.03,USD,2026-06-24,2026-03-10,2027-06-12,353,X,Open-Late
45107940,00010,NSN-7793-534153,Heat-pipe radiator panel,100019,Moon-Base,Critical,9,EA,4868101.61,43812914.45,USD,2027-02-12,2026-04-19,2027-02-12,0,,Open
45107941,00010,NSN-3949-852037,Inertial measurement unit,100082,SR1-Freedom,Essential,29,EA,1592759.12,46190014.35,USD,2026-02-06,2025-10-07,2026-02-06,0,,Delivered
45107942,00010,NSN-2195-117500,Mobile launcher umbilical,100105,SR1-Freedom,Essential,20,SET,2617793.93,52355878.68,USD,2026-08-02,2026-04-12,2026-08-02,0,,Open
45107943,00010,NSN-8133-192422,Pad water deluge nozzle,100111,SR1-Freedom,Critical,3,SET,6199307.01,18597921.04,USD,2026-10-09,2026-02-18,2027-02-05,119,,Open-Late
45107944,00010,NSN-9015-507652,Heat-pipe radiator panel,100092,Gateway,Critical,21,EA,6640884.87,139458582.24,USD,2027-02-08,2026-01-08,2027-02-08,0,,Open
45107945,00010,NSN-9715-497700,Flight software license,100014,Artemis-3,Routine,36,EA,149563.58,5384288.94,USD,2026-01-15,2025-12-17,2026-05-19,124,,Delivered
45107946,00010,NSN-5489-197874,Al-Li dome gore,100053,Moon-Base,Routine,9,EA,44760.72,402846.48,USD,2026-04-17,2026-03-18,2026-04-17,0,,Delivered
45107947,00010,NSN-7889-926372,Solar array wing,100079,Gateway,Routine,19,SET,640116.92,12162221.52,USD,2025-12-11,2025-10-28,2025-12-11,0,,Delivered
45107948,00010,NSN-6185-372273,Telemetry decoder,100076,Gateway,Essential,4,SET,1326850.02,5307400.08,USD,2026-02-23,2025-12-07,2026-02-23,0,,Delivered
45107949,00010,NSN-5017-595401,Turbopump impeller,100081,Artemis-3,Essential,39,EA,1595519.8,62225272.22,USD,2026-03-16,2025-11-12,2026-03-16,0,,Delivered
45107950,00010,NSN-2767-120005,Connector backshell,100094,SR1-Freedom,Essential,2,SET,2135882.71,4271765.42,USD,2026-08-30,2026-05-18,2026-08-30,0,,Open
45107951,00010,NSN-3796-975930,Pad water deluge nozzle,100018,EGS-Ground,Essential,1,EA,611074.63,611074.63,USD,2026-06-06,2026-03-24,2026-09-06,92,,Open-Late
45107952,00010,NSN-8452-586288,Inertial measurement unit,100053,Gateway,Routine,1,EA,577193.43,577193.43,USD,2026-03-14,2026-01-16,2026-03-14,0,,Delivered
45107953,00010,NSN-7709-638214,Power distribution unit,100023,Moon-Base,Critical,28,EA,5019885.43,140556792.08,USD,2026-04-23,2025-12-20,2026-04-23,0,,Delivered
45107954,00010,NSN-8692-898625,Combustion chamber liner,100023,SR1-Freedom,Routine,11,EA,471783.62,5189619.81,USD,2025-11-27,2025-10-31,2026-02-10,75,,Delivered
45107955,00010,NSN-3293-888996,Combustion chamber liner,100101,Moon-Base,Critical,21,EA,2304566.75,48395901.82,USD,2027-03-10,2026-04-28,2027-03-10,0,,Open
45107956,00010,NSN-3525-849979,Power distribution unit,100091,Gateway,Essential,10,LOT,1442084.91,14420849.1,USD,2026-01-30,2025-11-28,2026-02-22,23,,Delivered
45107957,00010,NSN-7709-638214,Power distribution unit,100023,Moon-Base,Critical,5,EA,4149240.28,20746201.4,USD,2026-09-20,2026-05-19,2026-09-20,0,,Open
45107958,00010,NSN-6488-946313,RAD-hard FPGA board,100006,EGS-Ground,Essential,36,SET,1551633.14,55858793.05,USD,2026-04-14,2026-02-12,2026-04-14,0,,Delivered
45107959,00010,NSN-2260-214677,Li-ion battery module,100105,Moon-Base,Critical,38,EA,4429779.26,168331612.0,USD,2026-09-08,2026-03-15,2026-09-08,0,,Open
45107960,00010,NSN-6188-478221,Ground command toolkit,100027,Artemis-3,Critical,13,EA,804530.3,10458893.85,USD,2026-03-04,2025-11-02,2026-07-07,125,,Open-Late
45107961,00010,NSN-4558-458521,Pad water deluge nozzle,100015,SR1-Freedom,Essential,39,EA,890054.64,34712131.0,USD,2026-07-17,2026-02-27,2026-07-17,0,,Open
45107962,00010,NSN-6067-517500,Combustion chamber liner,100098,EGS-Ground,Routine,33,EA,67391.77,2223928.36,USD,2026-02-13,2026-01-11,2026-02-13,0,,Delivered
45107963,00010,NSN-3137-457311,Ablative TPS tile,100082,EGS-Ground,Routine,15,EA,608073.99,9121109.87,USD,2026-01-31,2026-01-23,2026-01-31,0,,Delivered
45107964,00010,NSN-2901-971699,Combustion chamber liner,100010,Gateway,Routine,17,LOT,582373.81,9900354.83,USD,2026-01-23,2025-12-28,2026-01-23,0,,Delivered
45107965,00010,NSN-2341-651033,Ablative TPS tile,100008,SR1-Freedom,Essential,10,LOT,2583084.26,25830842.59,USD,2026-04-05,2026-01-31,2026-04-16,11,,Delivered
45107966,00010,NSN-5267-164401,Li-ion battery module,100102,Artemis-3,Essential,17,LOT,2285506.44,38853609.42,USD,2026-07-13,2026-04-16,2026-07-13,0,,Open
45107967,00010,NSN-3381-995304,Flight computer module,100025,SR1-Freedom,Critical,3,EA,965795.76,2897387.27,USD,2027-01-14,2025-11-25,2027-01-14,0,,Open
45107968,00010,NSN-9196-685864,Heat-pipe radiator panel,100067,SR1-Freedom,Routine,14,SET,391421.9,5479906.65,USD,2026-05-21,2026-04-19,2026-05-21,0,,Delivered
45107969,00010,NSN-4331-446305,Power distribution unit,100113,Moon-Base,Essential,4,SET,118442.57,473770.29,USD,2026-08-28,2026-04-11,2026-08-28,0,,Open
45107970,00010,NSN-9502-783157,Cryo transfer line,100071,Gateway,Essential,36,SET,2386563.42,85916282.97,USD,2026-03-04,2025-12-03,2026-07-08,126,,Open-Late
45107971,00010,NSN-2438-865344,Al-Li dome gore,100053,Moon-Base,Essential,25,EA,1092377.08,27309427.11,USD,2026-07-02,2026-02-01,2026-07-02,0,,Open
45107972,00010,NSN-1746-721894,Ablative TPS tile,100056,Gateway,Critical,32,EA,1274640.42,40788493.52,USD,2026-03-25,2025-10-24,2026-03-25,0,,Delivered
45107973,00010,NSN-9614-361250,Heat-pipe radiator panel,100028,Artemis-3,Essential,15,SET,1288739.26,19331088.91,USD,2026-02-12,2025-12-25,2026-02-12,0,,Delivered
45107974,00010,NSN-9543-416282,Inertial measurement unit,100023,Gateway,Essential,16,SET,1899241.04,30387856.67,USD,2026-04-15,2026-02-14,2026-04-15,0,,Delivered
45107975,00010,NSN-8606-152512,Solar array wing,100100,Artemis-3,Critical,4,EA,3635094.1,14540376.42,USD,2026-07-20,2025-12-23,2026-07-20,0,,Open
45107976,00010,NSN-3947-739008,Mobile launcher umbilical,100048,SR1-Freedom,Critical,7,EA,3778289.56,26448026.94,USD,2026-11-29,2026-03-06,2027-04-03,125,,Open-Late
45107977,00010,NSN-1990-747847,Space-grade DC-DC converter,100013,EGS-Ground,Essential,3,EA,1376352.04,4129056.11,USD,2026-07-15,2026-01-27,2026-07-15,0,,Open
45107978,00010,NSN-1422-238205,Turbopump impeller,100031,Artemis-3,Critical,37,SET,390178.74,14436613.31,USD,2026-12-20,2026-04-23,2026-12-20,0,,Open
45107979,00010,NSN-9361-567122,Combustion chamber liner,100096,Gateway,Routine,30,LOT,486742.9,14602287.08,USD,2026-01-31,2025-12-23,2026-01-31,0,,Delivered
45107980,00010,NSN-4308-576769,Pad water deluge nozzle,100019,SR1-Freedom,Critical,4,SET,814787.1,3259148.4,USD,2026-08-02,2025-10-21,2026-08-02,0,,Open
45107981,00010,NSN-7484-387813,Inertial measurement unit,100008,Moon-Base,Critical,8,EA,4721673.68,37773389.45,USD,2026-06-17,2026-01-23,2026-08-03,47,,Open-Late
45107982,00010,NSN-7793-534153,Heat-pipe radiator panel,100111,Moon-Base,Critical,19,EA,5416029.61,102904562.52,USD,2026-11-26,2026-01-31,2026-12-15,19,,Open-Late
45107983,00010,NSN-6952-850689,Cryo transfer line,100110,Artemis-3,Essential,20,EA,2441065.09,48821301.87,USD,2026-03-17,2025-12-06,2026-03-17,0,,Delivered
45107984,00010,NSN-6917-539892,Solar array wing,100005,EGS-Ground,Essential,32,EA,1712566.41,54802125.15,USD,2025-12-28,2025-11-01,2025-12-28,0,,Delivered
45107985,00010,NSN-4817-175532,Composite interstage panel,100006,Gateway,Critical,16,LOT,8467108.52,135473736.27,USD,2026-04-15,2025-10-05,2026-04-15,0,,Delivered
45107986,00010,NSN-4033-561023,Rad-hard memory array,100108,Gateway,Routine,9,LOT,395201.05,3556809.46,USD,2026-01-25,2025-11-26,2026-01-25,0,,Delivered
45107987,00010,NSN-1224-679077,Li-ion battery module,100091,Moon-Base,Essential,36,EA,1330662.75,47903859.12,USD,2026-02-06,2025-11-24,2026-02-26,20,,Delivered
45107988,00010,NSN-2641-533377,Flight computer module,100099,SR1-Freedom,Essential,21,EA,3007871.59,63165303.31,USD,2026-06-08,2026-03-30,2026-06-08,0,,Delivered
45107989,00010,NSN-9447-886224,Ground command toolkit,100078,EGS-Ground,Essential,13,EA,7789.53,101263.86,USD,2026-03-25,2025-10-15,2026-03-25,0,,Delivered
45107990,00010,NSN-7807-975271,Power distribution unit,100024,Moon-Base,Essential,24,LOT,946830.04,22723921.02,USD,2026-03-25,2025-12-08,2026-03-25,0,,Delivered
45107991,00010,NSN-5979-875501,Solar array wing,100013,Moon-Base,Essential,10,LOT,2093102.65,20931026.46,USD,2026-10-13,2026-05-27,2026-10-13,0,,Open
45107992,00010,NSN-5890-817659,Power distribution unit,100070,Artemis-3,Critical,33,EA,7048646.52,232605335.23,USD,2026-08-09,2026-03-10,2026-08-09,0,,Open
45107993,00010,NSN-5540-157105,Telemetry decoder,100063,EGS-Ground,Critical,24,SET,6096693.9,146320653.61,USD,2026-12-15,2026-02-22,2026-12-15,0,,Open
45107994,00010,NSN-8303-492292,Ablative TPS tile,100082,Gateway,Essential,38,SET,238925.97,9079187.01,USD,2026-01-26,2025-11-04,2026-01-26,0,,Delivered
45107995,00010,NSN-7821-528090,Connector backshell,100116,Gateway,Critical,34,EA,1990651.28,67682143.58,USD,2026-10-08,2025-11-30,2026-10-08,0,,Open
45107996,00010,NSN-6989-484232,RAD-hard FPGA board,100071,Moon-Base,Critical,26,EA,948760.38,24667769.94,USD,2027-01-03,2025-11-23,2027-01-03,0,,Open
45107997,00010,NSN-2901-971699,Combustion chamber liner,100003,Gateway,Routine,18,LOT,716869.72,12903654.91,USD,2026-02-13,2026-01-18,2026-02-13,0,,Delivered
45107998,00010,NSN-8046-573489,MLI blanket set,100021,Gateway,Routine,15,EA,380556.12,5708341.74,USD,2026-04-16,2026-02-16,2026-06-09,54,,Open-Late
45107999,00010,NSN-4308-962520,Flight software license,100069,SR1-Freedom,Essential,26,SET,1081263.7,28112856.22,USD,2026-06-06,2026-01-31,2026-09-02,88,,Open-Late
45108000,00010,NSN-7305-824304,Combustion chamber liner,100095,EGS-Ground,Essential,27,EA,1612305.68,43532253.37,USD,2026-09-02,2026-05-05,2026-09-02,0,,Open
45108001,00010,NSN-3317-466813,Cryo valve assembly,100015,SR1-Freedom,Essential,35,SET,877871.57,30725504.82,USD,2026-03-17,2025-12-29,2026-04-04,18,,Delivered
45108002,00010,NSN-7126-292913,Mobile launcher umbilical,100099,Moon-Base,Routine,12,SET,153640.92,1843691.02,USD,2026-01-06,2025-12-22,2026-01-06,0,,Delivered
45108003,00010,NSN-6121-853258,Titanium thrust bracket,100019,EGS-Ground,Essential,33,EA,1511062.02,49865046.63,USD,2026-09-04,2026-04-10,2026-11-11,68,,Open-Late
45108004,00010,NSN-9907-138551,Flight software license,100109,Artemis-3,Routine,15,LOT,152822.21,2292333.14,USD,2025-10-18,2025-10-05,2026-01-13,87,,Delivered
45108005,00010,NSN-6620-779445,Flight computer module,100062,EGS-Ground,Critical,24,LOT,1151911.64,27645879.41,USD,2026-06-02,2025-11-10,2026-07-21,49,,Open-Late
45108006,00010,NSN-4113-877493,Heat-pipe radiator panel,100103,Moon-Base,Critical,16,EA,2908259.25,46532147.92,USD,2026-10-18,2025-10-18,2026-10-18,0,,Open
45108007,00010,NSN-3658-289630,Titanium thrust bracket,100093,Artemis-3,Routine,25,EA,484732.94,12118323.55,USD,2026-01-16,2026-01-07,2026-01-16,0,,Delivered
45108008,00010,NSN-8577-922072,Connector backshell,100056,Artemis-3,Routine,24,EA,438998.01,10535952.35,USD,2026-05-18,2026-04-22,2026-05-18,0,,Delivered
45108009,00010,NSN-9508-579187,Pad water deluge nozzle,100083,Artemis-3,Critical,37,LOT,1247655.97,46163270.74,USD,2027-02-26,2026-02-08,2027-02-26,0,,Open
45108010,00010,NSN-2681-523037,Flight computer module,100064,EGS-Ground,Essential,26,EA,2538271.98,65995071.37,USD,2026-07-08,2026-05-24,2026-07-08,0,,Open
45108011,00010,NSN-2013-572407,Al-Li dome gore,100078,Moon-Base,Critical,25,SET,331147.11,8278677.79,USD,2027-02-10,2026-04-21,2027-02-10,0,,Open
45108012,00010,NSN-3589-432918,Titanium thrust bracket,100075,Moon-Base,Critical,39,EA,6352040.02,247729560.87,USD,2027-03-06,2026-02-07,2027-05-04,59,,Open-Late
45108013,00010,NSN-3539-489439,Mobile launcher umbilical,100100,EGS-Ground,Routine,11,EA,271133.44,2982467.81,USD,2026-04-14,2026-03-07,2026-04-30,16,,Delivered
45108014,00010,NSN-6747-658136,RAD-hard FPGA board,100049,Artemis-3,Essential,2,EA,651607.98,1303215.95,USD,2026-03-21,2025-12-23,2026-03-21,0,,Delivered
45108015,00010,NSN-2260-214677,Li-ion battery module,100105,Moon-Base,Critical,5,EA,4676198.14,23380990.7,USD,2026-04-17,2025-10-22,2026-10-17,183,X,Open-Late
45108016,00010,NSN-6218-384218,Space-grade DC-DC converter,100069,Artemis-3,Critical,16,EA,5718020.01,91488320.09,USD,2027-02-02,2026-05-13,2027-05-25,112,,Open-Late
45108017,00010,NSN-1521-698749,Cryo valve assembly,100026,EGS-Ground,Essential,31,EA,684520.7,21220141.8,USD,2026-08-30,2026-03-13,2026-08-30,0,,Open
45108018,00010,NSN-7163-540226,Heat-pipe radiator panel,100026,Artemis-3,Essential,12,LOT,1808038.12,21696457.41,USD,2026-04-05,2025-11-17,2026-04-05,0,,Delivered
45108019,00010,NSN-3035-999312,Flight computer module,100099,Moon-Base,Critical,15,EA,8207215.13,123108227.02,USD,2027-02-25,2026-03-09,2027-02-25,0,,Open
45108020,00010,NSN-5525-644932,Rad-hard memory array,100083,SR1-Freedom,Essential,19,EA,1059513.77,20130761.64,USD,2026-11-06,2026-05-12,2026-11-06,0,,Open
45108021,00010,NSN-4087-272892,Space-grade DC-DC converter,100012,Moon-Base,Routine,19,EA,171346.88,3255590.78,USD,2026-06-12,2026-05-22,2026-06-12,0,,Open
45108022,00010,NSN-5209-114892,Solar array wing,100062,Artemis-3,Routine,39,EA,718437.03,28019044.34,USD,2026-06-21,2026-05-03,2026-08-01,41,,Open-Late
45108023,00010,NSN-7793-534153,Heat-pipe radiator panel,100118,Moon-Base,Critical,5,EA,5668569.23,28342846.14,USD,2026-11-20,2026-01-25,2027-01-16,57,,Open-Late
45108024,00010,NSN-3960-223264,Solar array wing,100050,SR1-Freedom,Routine,37,SET,414031.05,15319148.69,USD,2026-06-01,2026-04-16,2026-06-01,0,,Delivered
45108025,00010,NSN-7563-393212,Connector backshell,100015,Moon-Base,Essential,14,EA,2450747.8,34310469.22,USD,2026-04-17,2026-01-29,2026-04-17,0,,Delivered
45108026,00010,NSN-5055-412170,Combustion chamber liner,100110,SR1-Freedom,Routine,29,EA,408975.28,11860283.03,USD,2026-01-28,2026-01-05,2026-04-14,76,,Delivered
45108027,00010,NSN-3293-888996,Combustion chamber liner,100116,Moon-Base,Critical,2,EA,1994074.82,3988149.64,USD,2026-12-30,2026-02-17,2026-12-30,0,,Open
45108028,00010,NSN-1410-749641,Mobile launcher umbilical,100076,SR1-Freedom,Routine,5,SET,586781.37,2933906.86,USD,2025-12-31,2025-11-15,2025-12-31,0,,Delivered
45108029,00010,NSN-1879-202430,Connector backshell,100114,EGS-Ground,Essential,26,EA,1140757.58,29659697.16,USD,2026-04-06,2025-11-25,2026-04-06,0,,Delivered
45108030,00010,NSN-6915-516869,Inertial measurement unit,100014,SR1-Freedom,Critical,24,EA,2639154.42,63339706.17,USD,2026-12-24,2026-01-20,2026-12-24,0,,Open
45108031,00010,NSN-9574-954987,Inertial measurement unit,100021,EGS-Ground,Routine,11,SET,5878.86,64667.5,USD,2026-04-25,2026-03-31,2026-04-25,0,,Delivered
45108032,00010,NSN-5489-197874,Al-Li dome gore,100024,Moon-Base,Routine,21,EA,46769.87,982167.17,USD,2026-02-15,2026-01-16,2026-06-23,128,,Open-Late
45108033,00010,NSN-3443-194458,Pad water deluge nozzle,100029,Moon-Base,Routine,32,EA,414248.44,13255949.95,USD,2026-04-14,2026-03-22,2026-04-14,0,,Delivered
45108034,00010,NSN-8554-910707,Ground command toolkit,100032,Moon-Base,Routine,2,EA,240668.11,481336.22,USD,2026-05-14,2026-04-04,2026-05-14,0,,Delivered
45108035,00010,NSN-9792-257131,Heat-pipe radiator panel,100007,Moon-Base,Critical,3,SET,4970234.82,14910704.45,USD,2026-12-28,2025-12-07,2027-01-07,10,,Open-Late
45108036,00010,NSN-7652-581294,Space-grade DC-DC converter,100075,SR1-Freedom,Essential,33,SET,249912.13,8247100.3,USD,2026-08-13,2026-04-14,2026-08-13,0,,Open
45108037,00010,NSN-5078-503489,Turbopump impeller,100084,Moon-Base,Routine,27,EA,373155.44,10075196.97,USD,2026-03-14,2026-01-19,2026-03-14,0,,Delivered
45108038,00010,NSN-9697-626169,Rad-hard memory array,100005,Artemis-3,Routine,13,EA,556163.54,7230125.98,USD,2025-12-23,2025-10-25,2025-12-23,0,,Delivered
45108039,00010,NSN-4742-876764,Turbopump impeller,100056,Gateway,Essential,31,EA,1102677.08,34182989.54,USD,2026-02-15,2025-12-29,2026-04-23,67,,Delivered
45108040,00010,NSN-2605-574419,Pad water deluge nozzle,100025,Gateway,Essential,17,EA,2729989.46,46409820.89,USD,2026-04-02,2026-02-13,2026-07-10,99,,Open-Late
45108041,00010,NSN-8322-182216,Mobile launcher umbilical,100109,Moon-Base,Essential,32,EA,1497221.6,47911091.26,USD,2026-08-04,2026-02-22,2026-08-04,0,,Open
45108042,00010,NSN-3443-194458,Pad water deluge nozzle,100104,Moon-Base,Routine,21,EA,427262.55,8972513.54,USD,2025-11-10,2025-10-18,2026-03-19,129,X,Delivered
45108043,00010,NSN-3773-466704,Li-ion battery module,100044,Moon-Base,Essential,16,EA,549013.05,8784208.76,USD,2026-07-12,2026-04-21,2026-07-12,0,,Open
45108044,00010,NSN-7240-726410,Rad-hard memory array,100039,SR1-Freedom,Essential,24,EA,2258748.02,54209952.41,USD,2026-11-18,2026-05-28,2026-11-18,0,,Open
45108045,00010,NSN-5563-901968,Pad water deluge nozzle,100053,Gateway,Routine,14,LOT,244786.43,3427010.08,USD,2026-05-21,2026-03-27,2026-09-22,124,,Open-Late
45108046,00010,NSN-3877-303440,Flight computer module,100046,Moon-Base,Essential,12,SET,1339763.52,16077162.27,USD,2026-08-04,2026-02-18,2026-08-04,0,,Open
45108047,00010,NSN-8464-425469,Turbopump impeller,100038,Moon-Base,Routine,11,LOT,688071.31,7568784.44,USD,2025-11-26,2025-11-05,2025-11-26,0,,Delivered
45108048,00010,NSN-6911-407835,Connector backshell,100006,SR1-Freedom,Critical,9,EA,991015.08,8919135.73,USD,2027-06-16,2026-05-21,2027-09-07,83,,Open-Late
45108049,00010,NSN-2996-701334,Solar array wing,100084,Moon-Base,Routine,11,EA,208951.7,2298468.75,USD,2026-07-13,2026-05-15,2026-07-13,0,,Open
45108050,00010,NSN-5135-737894,MLI blanket set,100112,Artemis-3,Routine,19,EA,421817.86,8014539.26,USD,2026-04-26,2026-03-23,2026-04-26,0,,Delivered
45108051,00010,NSN-9022-255813,Power distribution unit,100031,EGS-Ground,Essential,1,EA,957832.77,957832.77,USD,2026-06-06,2026-01-24,2026-06-06,0,,Delivered
45108052,00010,NSN-8373-594078,Power distribution unit,100060,EGS-Ground,Critical,29,LOT,6020205.86,174585969.82,USD,2026-06-23,2025-11-08,2026-08-15,53,,Open-Late
45108053,00010,NSN-5055-412170,Combustion chamber liner,100110,SR1-Freedom,Routine,37,EA,305672.69,11309889.57,USD,2025-10-26,2025-10-03,2025-10-26,0,,Delivered
45108054,00010,NSN-1152-108454,Mobile launcher umbilical,100069,Gateway,Routine,1,SET,56830.82,56830.82,USD,2026-03-03,2026-01-11,2026-03-03,0,,Delivered
45108055,00010,NSN-4946-446968,Connector backshell,100001,Gateway,Routine,39,EA,276307.05,10775975.12,USD,2026-04-17,2026-03-27,2026-04-17,0,,Delivered
45108056,00010,NSN-2195-117500,Mobile launcher umbilical,100059,SR1-Freedom,Essential,9,SET,2549198.55,22942786.96,USD,2026-03-05,2025-11-13,2026-03-05,0,,Delivered
45108057,00010,NSN-6622-861842,MLI blanket set,100068,EGS-Ground,Routine,1,EA,255293.65,255293.65,USD,2026-01-13,2025-11-25,2026-01-13,0,,Delivered
45108058,00010,NSN-7698-479867,Connector backshell,100038,Gateway,Critical,17,LOT,3930046.5,66810790.47,USD,2026-09-10,2025-10-07,2026-09-10,0,,Open
45108059,00010,NSN-3776-806765,Ablative TPS tile,100048,Artemis-3,Critical,22,EA,6332447.22,139313838.83,USD,2026-06-04,2025-10-05,2026-06-04,0,,Delivered
45108060,00010,NSN-9095-686448,Li-ion battery module,100006,Moon-Base,Routine,20,SET,189723.05,3794461.03,USD,2025-12-15,2025-10-19,2025-12-15,0,,Delivered
45108061,00010,NSN-3875-740632,MLI blanket set,100092,SR1-Freedom,Routine,35,EA,274158.74,9595555.83,USD,2026-01-05,2025-11-27,2026-01-05,0,,Delivered
45108062,00010,NSN-9361-567122,Combustion chamber liner,100017,Gateway,Routine,38,LOT,392797.63,14926309.96,USD,2026-01-07,2025-11-29,2026-01-07,0,,Delivered
45108063,00010,NSN-8444-634160,Composite interstage panel,100108,Moon-Base,Essential,20,EA,1106776.17,22135523.4,USD,2026-10-03,2026-05-13,2026-10-03,0,,Open
45108064,00010,NSN-6898-574379,Li-ion battery module,100016,Artemis-3,Essential,40,LOT,1523042.51,60921700.57,USD,2026-01-16,2025-12-02,2026-01-16,0,,Delivered
45108065,00010,NSN-4056-567429,Space-grade DC-DC converter,100091,Artemis-3,Critical,26,EA,5062837.3,131633769.82,USD,2026-09-19,2025-10-09,2026-12-17,89,,Open-Late
45108066,00010,NSN-2551-584487,Ablative TPS tile,100043,Moon-Base,Critical,7,SET,937773.82,6564416.71,USD,2026-08-12,2026-02-02,2026-09-10,29,,Open-Late
45108067,00010,NSN-6060-289019,Space-grade DC-DC converter,100006,Moon-Base,Routine,3,EA,120776.51,362329.52,USD,2026-03-07,2026-02-16,2026-03-07,0,,Delivered
45108068,00010,NSN-2029-216242,Pad water deluge nozzle,100101,EGS-Ground,Routine,17,EA,169944.36,2889054.1,USD,2026-03-11,2026-01-23,2026-03-11,0,,Delivered
45108069,00010,NSN-6706-599292,Cryo transfer line,100053,SR1-Freedom,Critical,22,EA,6756393.78,148640663.05,USD,2026-09-29,2025-10-13,2026-09-29,0,,Open
45108070,00010,NSN-8133-192422,Pad water deluge nozzle,100042,SR1-Freedom,Critical,33,SET,6033599.12,199108771.1,USD,2026-12-16,2026-04-27,2027-04-13,118,,Open-Late
